du,t,Date,URL,MarketName,Bookmaker,moneyline_home,moneyline_away,moneyline_draw,ph,pa,pd,m,ts,havg,aavg
2021-10-16 02:40:36+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,intertops,8.0,1.33,4.6,0.2135628664251839,0.786437133574816,0.19866313155831064,2021-10-16 02:40:00,1634352036000000000,0.2135628664251839,0.786437133574816
2021-10-16 02:41:15+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,playup,8.7,1.3,4.9,0.1993865030674847,0.8006134969325155,0.1875310893715802,2021-10-16 02:41:00,1634352075000000000,0.2064746847463343,0.7935253152536658
2021-10-16 02:41:15+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,tab,7.5,1.35,4.75,0.21998562185478074,0.7800143781452192,0.19410496046010065,2021-10-16 02:41:00,1634352075000000000,0.2109783304491498,0.7890216695508503
2021-10-16 02:41:17+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sport888,7.5,1.32,4.7,0.21719827082603108,0.782801729173969,0.1927795303189625,2021-10-16 02:41:00,1634352077000000000,0.2125333155433701,0.7874666844566299
2021-10-16 02:42:52+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,unibet,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:42:00,1634352172000000000,0.21269906622779952,0.7873009337722005
2021-10-16 02:42:52+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,unibet,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:42:00,1634352172000000000,0.21269906622779952,0.7873009337722005
2021-10-16 02:42:52+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,unibet,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:42:00,1634352172000000000,0.21269906622779952,0.7873009337722005
2021-10-16 02:42:54+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,ladbrokes,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:42:00,1634352174000000000,0.2130528639784315,0.7869471360215684
2021-10-16 02:42:54+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,ladbrokes,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:42:00,1634352174000000000,0.2130528639784315,0.7869471360215684
2021-10-16 02:42:54+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,ladbrokes,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:42:00,1634352174000000000,0.2130528639784315,0.7869471360215684
2021-10-16 02:44:23+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,skybet,8.5,1.29,4.8,0.20143382162637818,0.7985661783736218,0.18919198716289665,2021-10-16 02:44:00,1634352263000000000,0.21139300078528106,0.7886069992147189
2021-10-16 02:44:23+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,skybet,8.5,1.29,4.8,0.20143382162637818,0.7985661783736218,0.18919198716289665,2021-10-16 02:44:00,1634352263000000000,0.21139300078528106,0.7886069992147189
2021-10-16 02:44:23+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,skybet,8.5,1.29,4.8,0.20143382162637818,0.7985661783736218,0.18919198716289665,2021-10-16 02:44:00,1634352263000000000,0.21139300078528106,0.7886069992147189
2021-10-16 02:44:23+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,skybet,8.5,1.29,4.8,0.20143382162637818,0.7985661783736218,0.18919198716289665,2021-10-16 02:44:00,1634352263000000000,0.21139300078528106,0.7886069992147189
2021-10-16 02:44:23+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,skybet,8.5,1.29,4.8,0.20143382162637818,0.7985661783736218,0.18919198716289665,2021-10-16 02:44:00,1634352263000000000,0.21139300078528106,0.7886069992147189
2021-10-16 02:44:36+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,bovada,8.0,1.34,5.0,0.2100313479623825,0.7899686520376176,0.18669453152211776,2021-10-16 02:44:00,1634352276000000000,0.21122279418241874,0.7887772058175813
2021-10-16 02:44:36+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,gtbets,10.63,1.29,5.17,0.1795302837437665,0.8204697162562334,0.18201305829244047,2021-10-16 02:44:00,1634352276000000000,0.2077014041336796,0.7922985958663203
2021-10-16 02:44:36+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,gtbets,10.63,1.29,5.17,0.1795302837437665,0.8204697162562334,0.18201305829244047,2021-10-16 02:44:00,1634352276000000000,0.2077014041336796,0.7922985958663203
2021-10-16 02:44:36+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,gtbets,10.63,1.29,5.17,0.1795302837437665,0.8204697162562334,0.18201305829244047,2021-10-16 02:44:00,1634352276000000000,0.2077014041336796,0.7922985958663203
2021-10-16 02:44:36+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,bovada,8.0,1.34,5.0,0.2100313479623825,0.7899686520376176,0.18669453152211776,2021-10-16 02:44:00,1634352276000000000,0.2077014041336796,0.7922985958663203
2021-10-16 02:44:36+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,bovada,8.0,1.34,5.0,0.2100313479623825,0.7899686520376176,0.18669453152211776,2021-10-16 02:44:00,1634352276000000000,0.2077014041336796,0.7922985958663203
2021-10-16 02:44:36+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,bovada,8.0,1.34,5.0,0.2100313479623825,0.7899686520376176,0.18669453152211776,2021-10-16 02:44:00,1634352276000000000,0.2077014041336796,0.7922985958663203
2021-10-16 02:44:36+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,gtbets,10.63,1.29,5.17,0.1795302837437665,0.8204697162562334,0.18201305829244047,2021-10-16 02:44:00,1634352276000000000,0.2077014041336796,0.7922985958663203
2021-10-16 02:44:36+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,gtbets,10.63,1.29,5.17,0.1795302837437665,0.8204697162562334,0.18201305829244047,2021-10-16 02:44:00,1634352276000000000,0.2077014041336796,0.7922985958663203
2021-10-16 02:44:36+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,bovada,8.0,1.34,5.0,0.2100313479623825,0.7899686520376176,0.18669453152211776,2021-10-16 02:44:00,1634352276000000000,0.2077014041336796,0.7922985958663203
2021-10-16 02:45:14+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,williamhill,10.0,1.29,4.75,0.18905715681485102,0.8109428431851491,0.19390477622036,2021-10-16 02:45:00,1634352314000000000,0.20583697940179674,0.7941630205982032
2021-10-16 02:45:14+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,williamhill,10.0,1.29,4.75,0.18905715681485102,0.8109428431851491,0.19390477622036,2021-10-16 02:45:00,1634352314000000000,0.20583697940179674,0.7941630205982032
2021-10-16 02:45:14+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,williamhill,10.0,1.29,4.75,0.18905715681485102,0.8109428431851491,0.19390477622036,2021-10-16 02:45:00,1634352314000000000,0.20583697940179674,0.7941630205982032
2021-10-16 02:45:14+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,williamhill,10.0,1.29,4.75,0.18905715681485102,0.8109428431851491,0.19390477622036,2021-10-16 02:45:00,1634352314000000000,0.20583697940179674,0.7941630205982032
2021-10-16 02:45:14+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,williamhill,10.0,1.29,4.75,0.18905715681485102,0.8109428431851491,0.19390477622036,2021-10-16 02:45:00,1634352314000000000,0.20583697940179674,0.7941630205982032
2021-10-16 02:45:35+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,pinnacle,9.07,1.37,5.18,0.2001282608401461,0.7998717391598539,0.18684130991457798,2021-10-16 02:45:00,1634352335000000000,0.20531800498710123,0.7946819950128987
2021-10-16 02:45:35+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,pinnacle,9.07,1.37,5.18,0.2001282608401461,0.7998717391598539,0.18684130991457798,2021-10-16 02:45:00,1634352335000000000,0.20531800498710123,0.7946819950128987
2021-10-16 02:45:35+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,pinnacle,9.07,1.37,5.18,0.2001282608401461,0.7998717391598539,0.18684130991457798,2021-10-16 02:45:00,1634352335000000000,0.20531800498710123,0.7946819950128987
2021-10-16 02:45:35+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,pinnacle,9.07,1.37,5.18,0.2001282608401461,0.7998717391598539,0.18684130991457798,2021-10-16 02:45:00,1634352335000000000,0.20531800498710123,0.7946819950128987
2021-10-16 02:45:37+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,draftkings,8.5,1.33,5.5,0.19837081229921982,0.8016291877007802,0.17293865687624294,2021-10-16 02:45:00,1634352337000000000,0.20473907226311114,0.7952609277368888
2021-10-16 02:45:37+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betclic,7.85,1.35,5.0,0.21288484473695837,0.7871151552630418,0.18724325279385134,2021-10-16 02:45:00,1634352337000000000,0.20536567014571477,0.7946343298542852
2021-10-16 02:45:37+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,draftkings,8.5,1.33,5.5,0.19837081229921982,0.8016291877007802,0.17293865687624294,2021-10-16 02:45:00,1634352337000000000,0.20536567014571477,0.7946343298542852
2021-10-16 02:45:37+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,draftkings,8.5,1.33,5.5,0.19837081229921982,0.8016291877007802,0.17293865687624294,2021-10-16 02:45:00,1634352337000000000,0.20536567014571477,0.7946343298542852
2021-10-16 02:45:37+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,draftkings,8.5,1.33,5.5,0.19837081229921982,0.8016291877007802,0.17293865687624294,2021-10-16 02:45:00,1634352337000000000,0.20536567014571477,0.7946343298542852
2021-10-16 02:45:37+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betclic,7.85,1.35,5.0,0.21288484473695837,0.7871151552630418,0.18724325279385134,2021-10-16 02:45:00,1634352337000000000,0.20536567014571477,0.7946343298542852
2021-10-16 02:45:37+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betclic,7.85,1.35,5.0,0.21288484473695837,0.7871151552630418,0.18724325279385134,2021-10-16 02:45:00,1634352337000000000,0.20536567014571477,0.7946343298542852
2021-10-16 02:45:37+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betclic,7.85,1.35,5.0,0.21288484473695837,0.7871151552630418,0.18724325279385134,2021-10-16 02:45:00,1634352337000000000,0.20536567014571477,0.7946343298542852
2021-10-16 02:45:51+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,wynnbet,8.5,1.33,4.95,0.2040574682932117,0.7959425317067883,0.18853135657524994,2021-10-16 02:45:00,1634352351000000000,0.2052722271562503,0.7947277728437497
2021-10-16 02:45:51+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,wynnbet,8.5,1.33,4.95,0.2040574682932117,0.7959425317067883,0.18853135657524994,2021-10-16 02:45:00,1634352351000000000,0.2052722271562503,0.7947277728437497
2021-10-16 02:45:51+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,wynnbet,8.5,1.33,4.95,0.2040574682932117,0.7959425317067883,0.18853135657524994,2021-10-16 02:45:00,1634352351000000000,0.2052722271562503,0.7947277728437497
2021-10-16 02:45:51+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,wynnbet,8.5,1.33,4.95,0.2040574682932117,0.7959425317067883,0.18853135657524994,2021-10-16 02:45:00,1634352351000000000,0.2052722271562503,0.7947277728437497
2021-10-16 02:46:26+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sugarhouse,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352386000000000,0.20581154994353476,0.7941884500564652
2021-10-16 02:46:26+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betus,9.0,1.36,5.0,0.2017489069331668,0.7982510930668333,0.19113054341036856,2021-10-16 02:46:00,1634352386000000000,0.20555763475538674,0.7944423652446132
2021-10-16 02:46:26+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sugarhouse,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352386000000000,0.20555763475538674,0.7944423652446132
2021-10-16 02:46:26+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sugarhouse,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352386000000000,0.20555763475538674,0.7944423652446132
2021-10-16 02:46:26+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betus,9.0,1.36,5.0,0.2017489069331668,0.7982510930668333,0.19113054341036856,2021-10-16 02:46:00,1634352386000000000,0.20555763475538674,0.7944423652446132
2021-10-16 02:46:26+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betus,9.0,1.36,5.0,0.2017489069331668,0.7982510930668333,0.19113054341036856,2021-10-16 02:46:00,1634352386000000000,0.20555763475538674,0.7944423652446132
2021-10-16 02:46:26+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sugarhouse,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352386000000000,0.20555763475538674,0.7944423652446132
2021-10-16 02:46:26+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sugarhouse,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352386000000000,0.20555763475538674,0.7944423652446132
2021-10-16 02:46:26+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betus,9.0,1.36,5.0,0.2017489069331668,0.7982510930668333,0.19113054341036856,2021-10-16 02:46:00,1634352386000000000,0.20555763475538674,0.7944423652446132
2021-10-16 02:46:26+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betus,9.0,1.36,5.0,0.2017489069331668,0.7982510930668333,0.19113054341036856,2021-10-16 02:46:00,1634352386000000000,0.20555763475538674,0.7944423652446132
2021-10-16 02:46:27+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betrivers,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352387000000000,0.20601671912068853,0.7939832808793114
2021-10-16 02:46:27+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betrivers,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352387000000000,0.20601671912068853,0.7939832808793114
2021-10-16 02:46:27+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,matchbook,9.2,1.37,5.2,0.19870352829741889,0.801296471702581,0.18653800615676058,2021-10-16 02:46:00,1634352387000000000,0.205610430741618,0.794389569258382
2021-10-16 02:46:27+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,matchbook,9.2,1.37,5.2,0.19870352829741889,0.801296471702581,0.18653800615676058,2021-10-16 02:46:00,1634352387000000000,0.205610430741618,0.794389569258382
2021-10-16 02:46:27+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,matchbook,9.2,1.37,5.2,0.19870352829741889,0.801296471702581,0.18653800615676058,2021-10-16 02:46:00,1634352387000000000,0.205610430741618,0.794389569258382
2021-10-16 02:46:27+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betrivers,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352387000000000,0.205610430741618,0.794389569258382
2021-10-16 02:46:27+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betrivers,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352387000000000,0.205610430741618,0.794389569258382
2021-10-16 02:46:27+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betrivers,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352387000000000,0.205610430741618,0.794389569258382
2021-10-16 02:46:27+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,matchbook,9.2,1.37,5.2,0.19870352829741889,0.801296471702581,0.18653800615676058,2021-10-16 02:46:00,1634352387000000000,0.205610430741618,0.794389569258382
2021-10-16 02:46:27+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,matchbook,9.2,1.37,5.2,0.19870352829741889,0.801296471702581,0.18653800615676058,2021-10-16 02:46:00,1634352387000000000,0.205610430741618,0.794389569258382
2021-10-16 02:46:28+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,twinspires,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352388000000000,0.2060184117007706,0.7939815882992294
2021-10-16 02:46:28+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,twinspires,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352388000000000,0.2060184117007706,0.7939815882992294
2021-10-16 02:46:28+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,twinspires,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352388000000000,0.2060184117007706,0.7939815882992294
2021-10-16 02:46:28+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,twinspires,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352388000000000,0.2060184117007706,0.7939815882992294
2021-10-16 02:46:28+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,twinspires,8.0,1.35,4.8,0.21336206896551727,0.7866379310344829,0.19396551724137934,2021-10-16 02:46:00,1634352388000000000,0.2060184117007706,0.7939815882992294
2021-10-16 02:46:51+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sportsbet,9.0,1.3,5.0,0.1954113924050633,0.8045886075949368,0.18512658227848103,2021-10-16 02:46:00,1634352411000000000,0.20548806073598525,0.7945119392640148
2021-10-16 02:46:51+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betfair,9.8,1.38,5.2,0.19450181412224388,0.805498185877756,0.18872453251465246,2021-10-16 02:46:00,1634352411000000000,0.20496490613533092,0.7950350938646691
2021-10-16 02:46:51+00:00,03:52:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,neds,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:52:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betfair,9.8,1.38,5.2,0.19450181412224388,0.805498185877756,0.18872453251465246,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,neds,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,neds,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:52:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sportsbet,9.0,1.3,5.0,0.1954113924050633,0.8045886075949368,0.18512658227848103,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:53:27,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sportsbet,9.0,1.3,5.0,0.1954113924050633,0.8045886075949368,0.18512658227848103,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sportsbet,9.0,1.3,5.0,0.1954113924050633,0.8045886075949368,0.18512658227848103,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:51:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betfair,9.8,1.38,5.2,0.19450181412224388,0.805498185877756,0.18872453251465246,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sportsbet,9.0,1.3,5.0,0.1954113924050633,0.8045886075949368,0.18512658227848103,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:53:27,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,neds,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,neds,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betfair,9.8,1.38,5.2,0.19450181412224388,0.805498185877756,0.18872453251465246,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sportsbet,9.0,1.3,5.0,0.1954113924050633,0.8045886075949368,0.18512658227848103,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,neds,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betfair,9.8,1.38,5.2,0.19450181412224388,0.805498185877756,0.18872453251465246,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:53:27,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betfair,9.8,1.38,5.2,0.19450181412224388,0.805498185877756,0.18872453251465246,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,betfair,9.8,1.38,5.2,0.19450181412224388,0.805498185877756,0.18872453251465246,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,sportsbet,9.0,1.3,5.0,0.1954113924050633,0.8045886075949368,0.18512658227848103,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:51+00:00,03:49:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,neds,8.0,1.33,4.5,0.2148218527315915,0.7851781472684086,0.20218527315914492,2021-10-16 02:46:00,1634352411000000000,0.20541294916243366,0.7945870508375663
2021-10-16 02:46:53+00:00,03:53:27,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,marathonbet,11.0,1.34,5.35,0.180029470399584,0.819970529600416,0.18251835708713585,2021-10-16 02:46:00,1634352413000000000,0.20430931965100543,0.7956906803489945
2021-10-16 02:46:53+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,paddypower,8.5,1.29,5.0,0.1991571392806476,0.8008428607193524,0.18300926312275725,2021-10-16 02:46:00,1634352413000000000,0.2040946454689072,0.7959053545310928
2021-10-16 02:46:53+00:00,03:47:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,marathonbet,11.0,1.34,5.35,0.180029470399584,0.819970529600416,0.18251835708713585,2021-10-16 02:46:00,1634352413000000000,0.2040946454689072,0.7959053545310928
2021-10-16 02:46:53+00:00,03:52:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,paddypower,8.5,1.29,5.0,0.1991571392806476,0.8008428607193524,0.18300926312275725,2021-10-16 02:46:00,1634352413000000000,0.2040946454689072,0.7959053545310928
2021-10-16 02:46:53+00:00,03:52:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,marathonbet,11.0,1.34,5.35,0.180029470399584,0.819970529600416,0.18251835708713585,2021-10-16 02:46:00,1634352413000000000,0.2040946454689072,0.7959053545310928
2021-10-16 02:46:53+00:00,03:50:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,paddypower,8.5,1.29,5.0,0.1991571392806476,0.8008428607193524,0.18300926312275725,2021-10-16 02:46:00,1634352413000000000,0.2040946454689072,0.7959053545310928
2021-10-16 02:46:53+00:00,03:48:26,2021-10-16 00:00:00,,Arsenal Tula/Zenit St Petersburg,paddypower,8.5,1.29,5.0,0.1991571392806476,0.8008428607193524,0.18300926312275725,2021-10-16 02:46:00,1634352413000000000,0.2040946454689072,0.7959053545310928
