"Date Updated","Time","Date","URL","MarketName","Bookmaker","moneyline_home","moneyline_away","moneyline_draw"
"2021-10-16T02:46:51Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T02:44:36Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.0","1.34","5.0"
"2021-10-16T02:46:54Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.0","1.35","5.35"
"2021-10-16T02:45:37Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","7.85","1.35","5.0"
"2021-10-16T02:46:53Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.29","5.0"
"2021-10-16T02:46:53Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.0","1.34","5.35"
"2021-10-16T02:45:51Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","8.5","1.33","4.95"
"2021-10-16T02:45:37Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","8.5","1.33","5.5"
"2021-10-16T02:45:14Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.75"
"2021-10-16T02:45:35Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.07","1.37","5.18"
"2021-10-16T02:46:27Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","8.0","1.35","4.8"
"2021-10-16T02:42:54Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","8.0","1.33","4.5"
"2021-10-16T02:46:51Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","8.0","1.33","4.5"
"2021-10-16T02:41:17Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","7.5","1.32","4.7"
"2021-10-16T02:46:54Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","8.5","1.33","4.75"
"2021-10-16T02:42:52Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","8.0","1.35","4.8"
"2021-10-16T02:46:26Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","8.0","1.35","4.8"
"2021-10-16T02:46:28Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","8.0","1.35","4.8"
"2021-10-16T02:46:54Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","8.0","1.35","4.8"
"2021-10-16T02:40:36Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.0","1.33","4.6"
"2021-10-16T02:41:15Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","7.5","1.35","4.75"
"2021-10-16T02:41:15Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","8.7","1.3","4.9"
"2021-10-16T02:44:36Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","10.63","1.29","5.17"
"2021-10-16T02:46:51Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","9.8","1.38","5.2"
"2021-10-16T02:46:26Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T02:44:23Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","8.5","1.29","4.8"
"2021-10-16T02:46:27Z","03:47:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.2","1.37","5.2"
"2021-10-16T02:46:51Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T02:44:36Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.0","1.34","5.0"
"2021-10-16T02:46:54Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.0","1.35","5.35"
"2021-10-16T02:45:37Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","7.85","1.35","5.0"
"2021-10-16T02:46:53Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.29","5.0"
"2021-10-16T02:46:53Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.0","1.34","5.35"
"2021-10-16T02:45:51Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","8.5","1.33","4.95"
"2021-10-16T02:45:37Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","8.5","1.33","5.5"
"2021-10-16T02:45:14Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.75"
"2021-10-16T02:45:35Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.07","1.37","5.18"
"2021-10-16T02:46:27Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","8.0","1.35","4.8"
"2021-10-16T02:42:54Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","8.0","1.33","4.5"
"2021-10-16T02:46:51Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","8.0","1.33","4.5"
"2021-10-16T02:48:08Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","7.5","1.32","4.7"
"2021-10-16T02:46:54Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","8.5","1.33","4.75"
"2021-10-16T02:42:52Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","8.0","1.35","4.8"
"2021-10-16T02:46:26Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","8.0","1.35","4.8"
"2021-10-16T02:46:28Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","8.0","1.35","4.8"
"2021-10-16T02:46:54Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","8.0","1.35","4.8"
"2021-10-16T02:47:28Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.0","1.33","4.6"
"2021-10-16T02:48:05Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","7.5","1.35","4.75"
"2021-10-16T02:48:05Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","8.7","1.3","4.9"
"2021-10-16T02:44:36Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","10.63","1.29","5.17"
"2021-10-16T02:46:51Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","9.8","1.38","5.2"
"2021-10-16T02:46:26Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T02:44:23Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","8.5","1.29","4.8"
"2021-10-16T02:46:27Z","03:48:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.2","1.37","5.2"
"2021-10-16T02:46:51Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T02:44:36Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.0","1.34","5.0"
"2021-10-16T02:46:54Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.0","1.35","5.35"
"2021-10-16T02:45:37Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","7.85","1.35","5.0"
"2021-10-16T02:46:53Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.29","5.0"
"2021-10-16T02:46:53Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.0","1.34","5.35"
"2021-10-16T02:45:51Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","8.5","1.33","4.95"
"2021-10-16T02:45:37Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","8.5","1.33","5.5"
"2021-10-16T02:45:14Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.75"
"2021-10-16T02:45:35Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.07","1.37","5.18"
"2021-10-16T02:46:27Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","8.0","1.35","4.8"
"2021-10-16T02:42:54Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","8.0","1.33","4.5"
"2021-10-16T02:46:51Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","8.0","1.33","4.5"
"2021-10-16T02:48:08Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","7.5","1.32","4.7"
"2021-10-16T02:46:54Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","8.5","1.33","4.75"
"2021-10-16T02:42:52Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","8.0","1.35","4.8"
"2021-10-16T02:46:26Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","8.0","1.35","4.8"
"2021-10-16T02:46:28Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","8.0","1.35","4.8"
"2021-10-16T02:46:54Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","8.0","1.35","4.8"
"2021-10-16T02:47:28Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.0","1.33","4.6"
"2021-10-16T02:48:05Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","7.5","1.35","4.75"
"2021-10-16T02:48:05Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","8.7","1.3","4.9"
"2021-10-16T02:44:36Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","10.63","1.29","5.17"
"2021-10-16T02:46:51Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","9.8","1.38","5.2"
"2021-10-16T02:46:26Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T02:44:23Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","8.5","1.29","4.8"
"2021-10-16T02:46:27Z","03:49:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.2","1.37","5.2"
"2021-10-16T02:46:51Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T02:44:36Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.0","1.34","5.0"
"2021-10-16T02:46:54Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.0","1.35","5.35"
"2021-10-16T02:45:37Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","7.85","1.35","5.0"
"2021-10-16T02:46:53Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.29","5.0"
"2021-10-16T02:46:53Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.0","1.34","5.35"
"2021-10-16T02:45:51Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","8.5","1.33","4.95"
"2021-10-16T02:45:37Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","8.5","1.33","5.5"
"2021-10-16T02:45:14Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.75"
"2021-10-16T02:45:35Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.07","1.37","5.18"
"2021-10-16T02:46:27Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","8.0","1.35","4.8"
"2021-10-16T02:49:52Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","8.0","1.33","4.5"
"2021-10-16T02:46:51Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","8.0","1.33","4.5"
"2021-10-16T02:48:08Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","7.5","1.32","4.7"
"2021-10-16T02:46:54Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","8.5","1.33","4.75"
"2021-10-16T02:49:51Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","8.0","1.35","4.8"
"2021-10-16T02:46:26Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","8.0","1.35","4.8"
"2021-10-16T02:46:28Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","8.0","1.35","4.8"
"2021-10-16T02:46:54Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","8.0","1.35","4.8"
"2021-10-16T02:47:28Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.0","1.33","4.6"
"2021-10-16T02:48:05Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","7.5","1.35","4.75"
"2021-10-16T02:48:05Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","8.7","1.3","4.9"
"2021-10-16T02:44:36Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","10.63","1.29","5.17"
"2021-10-16T02:46:51Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","9.8","1.38","5.2"
"2021-10-16T02:46:26Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T02:44:23Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","8.5","1.29","4.8"
"2021-10-16T02:46:27Z","03:50:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.2","1.37","5.2"
"2021-10-16T02:46:51Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T02:44:36Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.0","1.34","5.0"
"2021-10-16T02:46:54Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.0","1.35","5.35"
"2021-10-16T02:50:59Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","7.85","1.35","5.0"
"2021-10-16T02:46:53Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.29","5.0"
"2021-10-16T02:46:53Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.0","1.34","5.35"
"2021-10-16T02:51:00Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","8.5","1.33","4.95"
"2021-10-16T02:51:00Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","8.5","1.33","5.5"
"2021-10-16T02:45:14Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.75"
"2021-10-16T02:50:58Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.07","1.37","5.18"
"2021-10-16T02:46:27Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","8.0","1.35","4.8"
"2021-10-16T02:49:52Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","8.0","1.33","4.5"
"2021-10-16T02:46:51Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","8.0","1.33","4.5"
"2021-10-16T02:48:08Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","7.5","1.32","4.7"
"2021-10-16T02:46:54Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","8.5","1.33","4.75"
"2021-10-16T02:49:51Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","8.0","1.35","4.8"
"2021-10-16T02:46:26Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","8.0","1.35","4.8"
"2021-10-16T02:46:28Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","8.0","1.35","4.8"
"2021-10-16T02:46:54Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","8.0","1.35","4.8"
"2021-10-16T02:47:28Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.0","1.33","4.6"
"2021-10-16T02:48:05Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","7.5","1.35","4.75"
"2021-10-16T02:48:05Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","8.7","1.3","4.9"
"2021-10-16T02:44:36Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","10.63","1.29","5.17"
"2021-10-16T02:46:51Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","9.8","1.38","5.2"
"2021-10-16T02:46:26Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T02:44:23Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","8.5","1.29","4.8"
"2021-10-16T02:46:27Z","03:51:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.2","1.37","5.2"
"2021-10-16T02:46:51Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T02:51:29Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.0","1.34","5.0"
"2021-10-16T02:46:54Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.0","1.35","5.35"
"2021-10-16T02:50:59Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","7.85","1.35","5.0"
"2021-10-16T02:46:53Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.29","5.0"
"2021-10-16T02:46:53Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.0","1.34","5.35"
"2021-10-16T02:51:00Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","8.5","1.33","4.95"
"2021-10-16T02:51:00Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","8.5","1.33","5.5"
"2021-10-16T02:52:20Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.75"
"2021-10-16T02:50:58Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.07","1.37","5.18"
"2021-10-16T02:51:53Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","8.0","1.35","4.8"
"2021-10-16T02:49:52Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","8.0","1.33","4.5"
"2021-10-16T02:46:51Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","8.0","1.33","4.5"
"2021-10-16T02:48:08Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","7.5","1.32","4.7"
"2021-10-16T02:52:15Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","8.5","1.33","4.75"
"2021-10-16T02:49:51Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","8.0","1.35","4.8"
"2021-10-16T02:51:54Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","8.0","1.35","4.8"
"2021-10-16T02:51:54Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","8.0","1.35","4.8"
"2021-10-16T02:52:15Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","8.0","1.35","4.8"
"2021-10-16T02:47:28Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.0","1.33","4.6"
"2021-10-16T02:48:05Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","7.5","1.35","4.75"
"2021-10-16T02:48:05Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","8.7","1.3","4.9"
"2021-10-16T02:51:29Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","10.63","1.29","5.17"
"2021-10-16T02:46:51Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","9.8","1.38","5.2"
"2021-10-16T02:51:53Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T02:51:34Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","8.5","1.29","4.8"
"2021-10-16T02:51:53Z","03:52:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.2","1.37","5.2"
"2021-10-16T02:46:51Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T02:51:29Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.0","1.34","5.0"
"2021-10-16T02:46:54Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.0","1.35","5.35"
"2021-10-16T02:50:59Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","7.85","1.35","5.0"
"2021-10-16T02:46:53Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.29","5.0"
"2021-10-16T02:46:53Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.0","1.34","5.35"
"2021-10-16T02:51:00Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","8.5","1.33","4.95"
"2021-10-16T02:51:00Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","8.5","1.33","5.5"
"2021-10-16T02:52:20Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.75"
"2021-10-16T02:50:58Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.07","1.37","5.18"
"2021-10-16T02:51:53Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","8.0","1.35","4.8"
"2021-10-16T02:49:52Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","8.0","1.33","4.5"
"2021-10-16T02:46:51Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","8.0","1.33","4.5"
"2021-10-16T02:48:08Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","7.5","1.32","4.7"
"2021-10-16T02:52:15Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","8.5","1.33","4.75"
"2021-10-16T02:49:51Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","8.0","1.35","4.8"
"2021-10-16T02:51:54Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","8.0","1.35","4.8"
"2021-10-16T02:51:54Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","8.0","1.35","4.8"
"2021-10-16T02:52:15Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","8.0","1.35","4.8"
"2021-10-16T02:47:28Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.0","1.33","4.6"
"2021-10-16T02:48:05Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","7.5","1.35","4.75"
"2021-10-16T02:48:05Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","8.7","1.3","4.9"
"2021-10-16T02:51:29Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","10.63","1.29","5.17"
"2021-10-16T02:46:51Z","03:53:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","9.8","1.38","5.2"
